animeID,name,premiered,genre,type,episodes,producer,licensor,studio,source,scored,scoredBy,members
53,Ai Yori Aoshi,Spring 2002,"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']",TV,24,"['Movic', 'Fuji TV', 'Pioneer LDC', 'Cosmic Ray']","['Funimation', 'Geneon Entertainment USA']",['J.C.Staff'],Manga,7.21,39120,77802
54,Appleseed (Movie),None,"['Action', 'Military', 'Sci-Fi', 'Police', 'Drama', 'Mecha', 'Shounen']",Movie,1,"['Mainichi Broadcasting System', 'Toho', 'TYO Animations', 'TYO']","['Sentai Filmworks', 'Geneon Entertainment USA']",['Digital Frontier'],Manga,7.19,33806,55642
55,Arc the Lad,Spring 1999,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']",TV,26,"['Sony Pictures Entertainment', 'Aniplex']",['ADV Films'],['Bee Train'],Game,6.6,4313,11894
56,Avenger,Fall 2003,"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",TV,13,['Production I.G'],['Bandai Entertainment'],"['Bee Train', 'Xebec']",Original,5.97,5304,13734
57,Beck,Fall 2004,"['Comedy', 'Drama', 'Music', 'Shounen', 'Slice of Life']",TV,26,"['Marvelous', 'Starchild Records', 'Asatsu DK', 'Kodansha']",['Funimation'],['Madhouse'],Manga,8.37,86919,184445
58,Blue Gender,Fall 1999,"['Adventure', 'Romance', 'Mecha', 'Military', 'Sci-Fi', 'Horror', 'Space', 'Drama']",TV,26,"['Youmex', 'Toshiba EMI']",['Funimation'],['AIC'],Original,7.11,20557,50597
59,Chobits,Spring 2002,"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'Ecchi', 'Seinen']",TV,26,"['TBS', 'Pioneer LDC']","['Funimation', 'Geneon Entertainment USA']",['Madhouse'],Manga,7.53,175227,317260
60,Chrno Crusade,Fall 2003,"['Action', 'Historical', 'Demons', 'Supernatural', 'Romance']",TV,24,"['Lantis', 'Kadokawa Shoten', 'Fuji TV']","['ADV Films', 'Funimation']",['Gonzo'],Manga,7.76,78730,165218
61,D.N.Angel,Spring 2003,"['Action', 'Comedy', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",TV,26,['Kadokawa Shoten'],"['ADV Films', 'Discotek Media']",['Xebec'],Manga,7.31,75971,142935
62,D.C.: Da Capo,Summer 2003,"['Harem', 'Drama', 'Magic', 'Romance']",TV,26,"['Lantis', 'King Records']",[],"['feel.', 'Zexcs']",Visual novel,6.87,24042,56434
63,DearS,Summer 2004,"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Ecchi']",TV,12,"['Bandai Visual', 'Hal Film Maker', 'Genco', 'Lantis']","['Discotek Media', 'Geneon Entertainment USA']",['Daume'],Manga,6.74,59210,105654
64,Rozen Maiden,Fall 2004,"['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']",TV,12,"['Mellow Head', 'Pony Canyon', 'TBS', 'Memory-Tech', 'Studio Jack']",['Sentai Filmworks'],['Nomad'],Manga,7.53,74244,148037
65,Rozen Maiden: Träumend,Fall 2005,"['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']",TV,12,"['Mellow Head', 'TBS']",['Sentai Filmworks'],['Nomad'],Manga,7.74,47114,81329
66,Azumanga Daioh,Spring 2002,"['Slice of Life', 'Comedy', 'School']",TV,26,"['Genco', 'Lantis', 'Imagica', 'TV Tokyo Music', 'Cosmic Ray', 'King Records']","['ADV Films', 'Sentai Filmworks']",['J.C.Staff'],4-koma manga,8.04,97220,203059
67,Basilisk: Kouga Ninpou Chou,Spring 2005,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Romance', 'Samurai', 'Fantasy']",TV,24,"['GDH', 'Kodansha', 'Sotsu Music Publishing']",['Funimation'],['Gonzo'],Manga,7.66,54403,124967
68,Black Cat,Fall 2005,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Super Power']",TV,23,"['GDH', 'Dentsu', 'TBS', 'Sotsu Music Publishing']",['Funimation'],['Gonzo'],Manga,7.49,89095,181644
69,Cluster Edge,Fall 2005,"['Action', 'Fantasy', 'Military', 'Sci-Fi']",TV,25,['Bandai Visual'],['Sentai Filmworks'],['Sunrise'],Original,6.45,2183,7831
71,Full Metal Panic!,Winter 2002,"['Action', 'Military', 'Sci-Fi', 'Comedy', 'Mecha']",TV,24,['Kadokawa Shoten'],"['ADV Films', 'Funimation']",['Gonzo'],Light novel,7.75,167246,317099
72,Full Metal Panic? Fumoffu,Summer 2003,"['Action', 'Comedy', 'School']",TV,12,"['Tatsunoko Production', 'Kadokawa Shoten', 'Fuji TV', 'Imagica', 'Rakuonsha', 'Kadokawa Pictures Japan', 'KlockWorx', 'Happinet Pictures', 'Animation Do']","['ADV Films', 'Funimation']",['Kyoto Animation'],Light novel,8.16,127214,203721
73,Full Metal Panic! The Second Raid,Summer 2005,"['Action', 'Military', 'Mecha']",TV,13,"['Kadokawa Shoten', 'Happinet Pictures']","['ADV Films', 'Funimation', 'Kadokawa Pictures USA']",['Kyoto Animation'],Light novel,8.03,109315,184261
74,Gakuen Alice,Fall 2004,"['Comedy', 'School', 'Shoujo', 'Super Power']",TV,26,"['Aniplex', 'Sogo Vision']",['Nozomi Entertainment'],['Group TAC'],Manga,7.77,33204,62865
75,Soukyuu no Fafner: Dead Aggressor,Summer 2004,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",TV,25,['TV Tokyo Music'],"['Funimation', 'Geneon Entertainment USA']",['Xebec'],Original,7.36,10469,32492
76,Mahou Shoujo Lyrical Nanoha,Fall 2004,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",TV,13,"['Starchild Records', 'Omnibus Japan']",['Geneon Entertainment USA'],['Seven Arcs'],Original,7.49,31503,73306
77,Mahou Shoujo Lyrical Nanoha A&#039;s,Fall 2005,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",TV,13,"['Starchild Records', 'Omnibus Japan']",['Geneon Entertainment USA'],['Seven Arcs'],Original,8.07,25763,47811
79,Shuffle!,Summer 2005,"['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Seinen']",TV,24,"['Lantis', 'Memory-Tech']",['Funimation'],"['Xebec', 'Asread']",Visual novel,7.24,96970,190598
80,Mobile Suit Gundam,Spring 1979,"['Action', 'Space', 'Mecha', 'Military', 'Sci-Fi']",TV,43,"['Sotsu', 'Nagoya TV Housou']","['Nozomi Entertainment', 'Bandai Entertainment']",['Sunrise'],Original,7.87,29261,66802
81,Mobile Suit Gundam: The 08th MS Team,None,"['Military', 'Sci-Fi', 'Adventure', 'Drama', 'Romance', 'Mecha']",OVA,12,['Atelier Musa'],['Bandai Entertainment'],['Sunrise'],Original,8.1,24816,44047
82,Mobile Suit Gundam 0080: War in the Pocket,None,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",OVA,6,['Bandai Visual'],"['Nozomi Entertainment', 'Bandai Entertainment']",['Sunrise'],Original,7.87,16209,29545
83,Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report,None,"['Military', 'Sci-Fi', 'Drama', 'Romance', 'Mecha']",Movie,1,"['Sotsu', 'Atelier Musa']",['Bandai Entertainment'],['Sunrise'],Original,6.92,4800,9344
84,Mobile Suit Gundam 0083: Stardust Memory,None,"['Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Romance', 'Mecha']",OVA,13,['Bandai Visual'],"['Nozomi Entertainment', 'Bandai Entertainment']",['Sunrise'],Original,7.42,14133,24894
85,Mobile Suit Zeta Gundam,Spring 1985,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']",TV,50,"['Sotsu', 'Nagoya TV Housou']","['Nozomi Entertainment', 'Bandai Entertainment']",['Sunrise'],Original,8.02,18568,37251
86,Mobile Suit Gundam ZZ,Spring 1986,"['Space', 'Comedy', 'Mecha', 'Military', 'Drama', 'Sci-Fi']",TV,47,"['Sotsu', 'Nagoya TV Housou']",['Nozomi Entertainment'],['Sunrise'],Original,6.76,10131,21830
87,Mobile Suit Gundam: Char&#039;s Counterattack,None,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",Movie,1,"['Sotsu', 'Nozomi Entertainment', 'Atelier Musa']",['Bandai Entertainment'],"['Sunrise', 'Studio Hibari']",Novel,7.77,13934,24100
88,Mobile Suit Gundam F91,None,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",Movie,1,"['Sotsu', 'Shochiku', 'Atelier Musa', 'Nagoya TV Housou']","['Nozomi Entertainment', 'Bandai Entertainment']",['Sunrise'],Unknown,6.81,9124,16606
89,Mobile Suit Victory Gundam,Spring 1993,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",TV,51,"['TV Asahi', 'Sotsu', 'Apollon']",['Nozomi Entertainment'],"['Sunrise', 'Studio Deen']",Original,6.89,5743,15437
90,Mobile Suit Gundam Wing,Spring 1995,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",TV,49,['TV Asahi'],['Bandai Entertainment'],['Sunrise'],Original,7.84,59837,102695
91,Mobile Suit Gundam Wing: Endless Waltz,None,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",OVA,3,"['Bandai Visual', 'Sotsu']",['Bandai Entertainment'],['Sunrise'],Original,7.86,19807,33070
92,Kidou Shin Seiki Gundam X,Spring 1996,"['Sci-Fi', 'Adventure', 'Space', 'Drama', 'Mecha']",TV,39,"['TV Asahi', 'Sotsu']",['Nozomi Entertainment'],['Sunrise'],Original,7.38,9860,22432
93,Mobile Suit Gundam SEED,Fall 2002,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Drama', 'Sci-Fi']",TV,50,"['Sotsu', 'Asatsu DK', 'Mainichi Broadcasting System', 'Sony Music Entertainment', 'Atelier Musa']","['Bandai Entertainment', 'NYAV Post']",['Sunrise'],Original,7.88,65828,113769
94,Mobile Suit Gundam SEED Destiny,Fall 2004,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Drama', 'Sci-Fi']",TV,50,"['Sotsu', 'Mainichi Broadcasting System', 'Sony Music Entertainment']","['Bandai Entertainment', 'NYAV Post']",['Sunrise'],Original,7.32,46155,75184
95,Turn A Gundam,Spring 1999,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Romance', 'Mecha']",TV,50,"['Sotsu', 'Fuji TV']",['Nozomi Entertainment'],"['Sunrise', 'Nakamura Production']",Original,7.75,8619,25363
96,Mobile Fighter G Gundam,Spring 1994,"['Sci-Fi', 'Adventure', 'Space', 'Comedy', 'Sports', 'Drama', 'Romance', 'Martial Arts', 'Mecha']",TV,49,"['TV Asahi', 'Sotsu']",['Bandai Entertainment'],['Sunrise'],Original,7.61,23961,43223
97,Last Exile,Spring 2003,"['Action', 'Sci-Fi', 'Adventure']",TV,26,"['GDH', 'Victor Entertainment', 'TV Tokyo Music']","['Funimation', 'Geneon Entertainment USA']",['Gonzo'],Original,7.9,53498,122802
98,Mai-HiME,Fall 2004,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'School', 'Shoujo Ai']",TV,26,"['Bandai Visual', 'TV Tokyo Music', 'Studio Zain']","['Funimation', 'Bandai Entertainment']",['Sunrise'],Original,7.55,41234,85965
99,Mai-Otome,Fall 2005,"['Comedy', 'Drama', 'Fantasy', 'Magic']",TV,26,"['Bandai Visual', 'Lantis', 'TV Tokyo Music']","['Funimation', 'Bandai Entertainment']",['Sunrise'],Original,7.37,20942,40418
100,Shin Shirayuki-hime Densetsu Prétear,Spring 2001,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo', 'Super Power']",TV,13,"['Kadokawa Shoten', 'Rondo Robe']","['ADV Films', 'Funimation']",['Hal Film Maker'],Manga,7.3,20937,43399
101,Air,Winter 2005,"['Slice of Life', 'Supernatural', 'Drama', 'Romance']",TV,12,"['Pony Canyon', 'TBS', 'Movic']","['ADV Films', 'Funimation']",['Kyoto Animation'],Visual novel,7.42,116877,215322
102,Aishiteruze Baby★★,Spring 2004,"['Comedy', 'Drama', 'Romance', 'Shoujo']",TV,26,"['Animax', 'Toei Video', 'Sunny Side Up']",[],['TMS Entertainment'],Manga,7.55,39274,73834
103,Akazukin Chacha,Winter 1994,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",TV,74,"['Nihon Ad Systems', 'Shueisha']",[],['Studio Gallop'],Manga,7.46,3148,9179
104,Ayashi no Ceres,Spring 2000,"['Adventure', 'Comedy', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",TV,24,['Bandai Visual'],"['Viz Media', 'Discotek Media']",['Studio Pierrot'],Manga,7.34,20539,43835
105,Boys Be...,Spring 2000,"['Slice of Life', 'Comedy', 'Romance', 'Shounen']",TV,13,['Audio Tanaka'],['Nozomi Entertainment'],['Hal Film Maker'],Manga,6.54,6956,16852
106,Hana yori Dango,Fall 1996,"['Drama', 'Romance', 'School', 'Shoujo']",TV,51,[],"['Viz Media', 'Discotek Media']",['Toei Animation'],Manga,7.85,14441,34813
107,Ou Dorobou Jing,Spring 2002,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",TV,13,['Aniplex'],['ADV Films'],['Studio Deen'],Manga,7.32,10882,27050
108,Ou Dorobou Jing in Seventh Heaven,None,"['Adventure', 'Fantasy', 'Psychological', 'Comedy', 'Shounen']",OVA,3,['Aniplex'],"['ADV Films', 'Funimation']",['Studio Deen'],Unknown,7.39,4523,9800
109,Bakuretsu Tenshi,Spring 2004,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",TV,24,"['GDH', 'TV Asahi', 'Imagica']",['Funimation'],['Gonzo'],Original,6.9,23930,53942
110,Chuuka Ichiban!,Spring 1997,"['Action', 'Comedy', 'Drama', 'Shounen']",TV,52,[],[],['Nippon Animation'],Manga,7.7,4742,10591
111,Corrector Yui,Spring 1999,"['Sci-Fi', 'Adventure', 'Comedy', 'Magic']",TV,52,"['NHK', 'Studio Tron']",['Viz Media'],['Nippon Animation'],Original,6.9,3948,9189
112,Chou Henshin Cosprayers,Winter 2004,"['Action', 'Ecchi', 'Adventure', 'Fantasy', 'Magic', 'Comedy', 'Super Power', 'Sci-Fi']",TV,8,['m.o.e.'],[],"['Imagin', 'Studio Live']",Original,5.05,2272,6214
113,Uchuu no Stellvia,Spring 2003,"['Action', 'Romance', 'Sci-Fi', 'Space']",TV,26,"['Starchild Records', 'TV Tokyo Music']",['Geneon Entertainment USA'],['Xebec'],Original,7.46,7285,17614
114,Sakigake!! Cromartie Koukou,Fall 2003,"['Comedy', 'School', 'Shounen']",TV,26,['TV Tokyo Music'],"['ADV Films', 'Sentai Filmworks', 'Discotek Media']",['Production I.G'],Manga,8,34389,84903
115,El Hazard: The Alternative World,Winter 1998,"['Adventure', 'Comedy', 'Fantasy']",TV,13,['Pioneer LDC'],['Geneon Entertainment USA'],['AIC'],Original,6.91,3731,8092
116,El Hazard: The Wanderers,Fall 1995,"['Adventure', 'Comedy', 'Romance', 'Fantasy']",TV,26,"['TV Tokyo', 'Geneon Universal Entertainment', 'SoftX', 'Pioneer LDC', 'TV Tokyo Music', 'Atelier Musa']","['Nozomi Entertainment', 'Geneon Entertainment USA']",['AIC'],Original,7.06,4900,11185
117,El Hazard: The Magnificent World,None,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",OVA,7,['Pioneer LDC'],['Geneon Entertainment USA'],['AIC'],Original,7.4,5444,11949
118,El Hazard 2: The Magnificent World,None,"['Adventure', 'Comedy', 'Fantasy']",OVA,4,['Pioneer LDC'],['Geneon Entertainment USA'],['AIC'],Original,6.95,3232,6469
119,Final Approach,Fall 2004,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",TV,13,['Trinet Entertainment'],[],['Zexcs'],Visual novel,6.64,14511,27717
120,Fruits Basket,Summer 2001,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Fantasy', 'Shoujo']",TV,26,"['TV Tokyo', 'Nihon Ad Systems', 'King Records']",['Funimation'],['Studio Deen'],Manga,7.77,167717,291949
121,Fullmetal Alchemist,Fall 2003,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']",TV,51,"['Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting System']",['Funimation'],['Bones'],Manga,8.29,490243,789593
122,Full Moon wo Sagashite,Spring 2002,"['Music', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",TV,52,['Nihon Ad Systems'],['Viz Media'],['Studio Deen'],Manga,8.05,31187,70878
123,Fushigi Yuugi,Spring 1995,"['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Comedy', 'Romance', 'Historical', 'Drama', 'Shoujo']",TV,52,"['TV Tokyo', 'Shogakukan Productions', 'Yomiko Advertising', 'Apollon']","['Media Blasters', 'Discotek Media', 'Geneon Entertainment USA']",['Studio Pierrot'],Manga,7.75,33819,73422
124,Fushigi Yuugi: Eikouden,None,"['Adventure', 'Fantasy', 'Romance', 'Drama', 'Shoujo']",OVA,4,[],"['Media Blasters', 'Geneon Entertainment USA']",['Studio Pierrot'],Manga,6.98,6985,13098
125,Futakoi,Fall 2004,"['Comedy', 'Romance', 'School']",TV,13,['Lantis'],[],['Telecom Animation Film'],Original,6.59,12720,26988
126,Futakoi Alternative,Spring 2005,"['Comedy', 'Drama', 'Romance']",TV,13,['Lantis'],[],"['ufotable', 'feel.', 'Studio Flag']",Original,6.99,9361,24614
127,Gate Keepers,Spring 2000,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,24,['Media Factory'],['Geneon Entertainment USA'],['Gonzo'],Game,7.04,6962,16483
128,Gate Keepers 21,None,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,6,[],['Geneon Entertainment USA'],['Gonzo'],Game,6.87,3682,8172
129,Gensoumaden Saiyuuki,Spring 2000,"['Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",TV,50,"['TV Tokyo', 'Dentsu', 'Group TAC']",['ADV Films'],['Studio Pierrot'],Manga,7.68,14812,38248
130,Saiyuuki Reload,Fall 2003,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Josei']",TV,25,[],['Geneon Entertainment USA'],['Studio Pierrot'],Manga,7.51,8921,22421
131,Saiyuuki Reload Gunlock,Spring 2004,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Josei']",TV,26,[],['Geneon Entertainment USA'],['Studio Pierrot'],Manga,7.53,5818,15605
132,GetBackers,Fall 2002,"['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']",TV,49,"['TBS', 'Kodansha', 'Rondo Robe', 'Rakuonsha']","['ADV Films', 'Sentai Filmworks']",['Studio Deen'],Manga,7.69,37256,85983
133,Green Green,Summer 2003,"['Comedy', 'Ecchi', 'Romance', 'School', 'Slice of Life']",TV,12,"['Pony Canyon', 'Memory-Tech', 'Studio Jack']",['Media Blasters'],['Studio Matrix'],Visual novel,6.36,53587,91476
134,Gunslinger Girl,Fall 2003,"['Action', 'Psychological', 'Military', 'Drama', 'Sci-Fi']",TV,13,"['Marvelous', 'Fuji TV']",['Funimation'],['Madhouse'],Manga,7.51,55026,128093
135,Hikaru no Go,Fall 2001,"['Comedy', 'Game', 'Shounen', 'Supernatural']",TV,75,"['TV Tokyo', 'Dentsu', 'Dream Force']",['Viz Media'],['Studio Pierrot'],Manga,8.17,39750,84109
136,Hunter x Hunter,Fall 1999,"['Action', 'Adventure', 'Shounen', 'Super Power']",TV,62,['Fuji TV'],['Viz Media'],['Nippon Animation'],Manga,8.47,114939,228839
137,Hunter x Hunter: Yorkshin City Kanketsu-hen,None,"['Action', 'Adventure', 'Super Power', 'Shounen']",OVA,8,[],[],['Nippon Animation'],Manga,8.39,39782,67721
138,Hunter x Hunter: Greed Island,None,"['Action', 'Adventure', 'Shounen', 'Super Power']",OVA,8,[],[],['Nippon Animation'],Manga,8.3,44445,73367
139,Hunter x Hunter: Greed Island Final,None,"['Action', 'Adventure', 'Shounen', 'Super Power']",OVA,14,[],[],['Nippon Animation'],Manga,8.38,43224,71907
141,Jinki:Extend,Winter 2005,"['Mecha', 'Sci-Fi']",TV,12,"['TV Asahi', 'GANSIS']","['ADV Films', 'Funimation']",['feel.'],Manga,6.22,3205,8406
142,Kamikaze Kaitou Jeanne,Winter 1999,"['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shoujo']",TV,44,[],[],['Toei Animation'],Manga,7.52,19117,36450
143,Kannazuki no Miko,Fall 2004,"['Supernatural', 'Drama', 'Magic', 'Romance', 'Mecha', 'Shounen', 'Shoujo Ai']",TV,12,"['Studio Fantasia', 'Geneon Universal Entertainment', 'Remic', 'Front Line', 'Kodansha', 'Rondo Robe', 'Memory-Tech', 'Toshiba Entertainment']","['Sentai Filmworks', 'Geneon Entertainment USA']",['TNK'],Manga,7.01,22058,49891
144,Kanon,Winter 2002,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",TV,13,"['Movic', 'Fuji TV', 'Fuji Pacific Music Publishing']",[],['Toei Animation'],Visual novel,7.22,20186,47125
145,Kareshi Kanojo no Jijou,Fall 1998,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",TV,26,"['TV Tokyo', 'GANSIS']",['Nozomi Entertainment'],"['Gainax', 'J.C.Staff']",Manga,7.64,47231,121303
146,Kono Minikuku mo Utsukushii Sekai,Spring 2004,"['Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi']",TV,12,"['Geneon Universal Entertainment', 'TBS', 'Rondo Robe', 'Movic']",['ADV Films'],"['Gainax', 'Shaft']",Original,6.87,23141,46840
147,Kimi ga Nozomu Eien,Fall 2003,"['Drama', 'Romance', 'Slice of Life']",TV,14,"['Lantis', 'Media Factory', 'Age']",['Funimation'],['Studio Fantasia'],Visual novel,7.35,52812,104684
148,Kita e.: Diamond Dust Drops,Winter 2004,"['Drama', 'Romance', 'Slice of Life']",TV,12,[],['ADV Films'],['Studio Deen'],Visual novel,6.72,1935,6582
149,Loveless,Spring 2005,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Josei', 'Shounen Ai']",TV,12,"['Bandai Visual', 'TV Asahi', 'Movic']",['Media Blasters'],['J.C.Staff'],Manga,7.11,50789,98768
150,Blood+,Fall 2005,"['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']",TV,50,"['Aniplex', 'Mainichi Broadcasting System']",['Sony Pictures Entertainment'],['Production I.G'],Original,7.76,108084,251177
151,Re: Cutey Honey,None,"['Action', 'Sci-Fi', 'Comedy', 'Ecchi', 'Shoujo Ai']",OVA,3,['Toei Video'],[],"['Gainax', 'Toei Animation']",Manga,7.15,6192,15731
152,Solty Rei,Fall 2005,"['Action', 'Sci-Fi', 'Super Power']",TV,24,"['AIC', 'TV Asahi', 'Sotsu Music Publishing']",['Funimation'],['Gonzo'],Original,7.34,9119,21270
153,Juuni Kokuki,Spring 2002,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",TV,45,['Sogo Vision'],"['Media Blasters', 'TOKYOPOP']",['Studio Pierrot'],Novel,8.13,28752,82769
154,Shaman King,Summer 2001,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",TV,64,"['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music']",['4Kids Entertainment'],['Xebec'],Manga,7.83,120458,214972
155,X/1999,None,"['Action', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Sci-Fi', 'Supernatural']",Movie,1,"['Kadokawa Shoten', 'Victor Entertainment', 'Marubeni', 'Movic', 'Sega', 'Shelty']",['Manga Entertainment'],['Madhouse'],Manga,6.66,14426,25938
156,X,Fall 2001,"['Action', 'Super Power', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",TV,24,"['Bandai Visual', 'Kadokawa Shoten', 'd-rights', 'chara-ani.com']","['Funimation', 'Geneon Entertainment USA']",['Madhouse'],Manga,7.52,26671,58116
157,Mahou Sensei Negima!,Winter 2005,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']",TV,26,['Starchild Records'],"['Funimation', 'Sentai Filmworks']",['Xebec'],Manga,7.08,45323,95677
158,Maria-sama ga Miteru,Winter 2004,"['Slice of Life', 'Drama', 'Romance', 'Shoujo', 'Shoujo Ai']",TV,13,"['Rondo Robe', 'TV Tokyo Music']",['Nozomi Entertainment'],['Studio Deen'],Light novel,7.44,14191,40557
159,Boukyaku no Senritsu,Spring 2004,"['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']",TV,24,"['Kadokawa Shoten', 'TBS', 'KENMedia']",['Geneon Entertainment USA'],"['Gainax', 'J.C.Staff']",Manga,6.4,4614,13863
160,"Ima, Soko ni Iru Boku",Fall 1999,"['Adventure', 'Drama', 'Fantasy', 'Military', 'Sci-Fi']",TV,13,['Pioneer LDC'],['Central Park Media'],['AIC'],Original,7.76,24855,75124
161,Peace Maker Kurogane,Fall 2003,"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",TV,24,"['GDH', 'TV Asahi', 'Imagica']","['ADV Films', 'Funimation']",['Gonzo'],Manga,7.4,17546,40634
162,Pita Ten,Spring 2002,"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",TV,26,['Broccoli'],['Nozomi Entertainment'],['Madhouse'],Manga,7.04,7854,17750
163,Power Stone,Spring 1999,"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Shounen']",TV,26,['Avex Entertainment'],['ADV Films'],['Studio Pierrot'],Game,6.54,2529,5105
164,Mononoke Hime,None,"['Action', 'Adventure', 'Fantasy']",Movie,1,"['Tokuma Shoten', 'Nippon Television Network']",['GKIDS'],['Studio Ghibli'],Original,8.8,332946,506368
165,RahXephon,Winter 2002,"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi']",TV,26,"['Asatsu DK', 'Fuji TV']",['ADV Films'],['Bones'],Original,7.5,31178,78993
166,Samurai 7,Summer 2004,"['Historical', 'Mecha', 'Samurai', 'Sci-Fi']",TV,26,"['GDH', 'Sotsu Music Publishing']",['Funimation'],['Gonzo'],Other,7.57,44514,87098
167,Scrapped Princess,Spring 2003,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,24,"['Kadokawa Shoten', 'A-Line']","['Funimation', 'Bandai Entertainment']",['Bones'],Light novel,7.48,28886,67709
168,s.CRY.ed,Summer 2001,"['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Drama']",TV,26,['Yomiko Advertising'],"['Bandai Entertainment', 'Sentai Filmworks']",['Sunrise'],Original,7.43,29600,60569
169,Shingetsutan Tsukihime,Fall 2003,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']",TV,12,"['TBS', 'Rondo Robe', 'Movic']","['Sentai Filmworks', 'Geneon Entertainment USA']",['J.C.Staff'],Visual novel,7.04,51150,107990
170,Slam Dunk,Fall 1993,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",TV,101,"['TV Asahi', 'Animax']","['Flatiron Film Company', 'Geneon Entertainment USA']",['Toei Animation'],Manga,8.55,54910,114590
